basisofrec,catnum,classkey,coll_code,datasetkey,day,dec_lat,dec_long,familykey,gbifid,gbifurl,genuskey,geomwkt,inst_code,kingdomkey,localid,month,occurid,orderkey,phylumkey,provider,puborgkey,rec_by,sciname,specieskey,taxonkey,year
PRESERVED_SPECIMEN,19380,216,UQIC,88e38292-f762-11e1-a439-00145eb45e9a,0,-30.98333,23.8,3346,177210315,http://www.gbif.org/occurrence/177210315,1650098,POINT (23.8 -30.98333),UQIC,1,0,9,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1903
PRESERVED_SPECIMEN,19379,216,UQIC,88e38292-f762-11e1-a439-00145eb45e9a,0,-28.7,20.9667,3346,177210314,http://www.gbif.org/occurrence/177210314,1650098,POINT (20.9667 -28.7),UQIC,1,1,10,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1910
PRESERVED_SPECIMEN,9005876,216,BRS115,88e38292-f762-11e1-a439-00145eb45e9a,0,-16.26713,-40.56705,3346,177069575,http://www.gbif.org/occurrence/177069575,1650098,POINT (-40.56705 -16.26713),USNM,1,2,0,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",Fowler J,"Anopheles gambiae Giles, 1902",1650518,1650518,1972
PRESERVED_SPECIMEN,9018142,216,BRS126,88e38292-f762-11e1-a439-00145eb45e9a,0,-16.26713,-40.56705,3346,177069576,http://www.gbif.org/occurrence/177069576,1650098,POINT (-40.56705 -16.26713),USNM,1,3,0,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",Fowler J,"Anopheles gambiae Giles, 1902",1650518,1650518,1972
PRESERVED_SPECIMEN,9034192,216,BRS158,88e38292-f762-11e1-a439-00145eb45e9a,0,-16.26713,-40.56705,3346,177069577,http://www.gbif.org/occurrence/177069577,1650098,POINT (-40.56705 -16.26713),USNM,1,4,0,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",Fowler J,"Anopheles gambiae Giles, 1902",1650518,1650518,1972
PRESERVED_SPECIMEN,9074621,216,BRS241,88e38292-f762-11e1-a439-00145eb45e9a,0,-16.26713,-40.56705,3346,177069578,http://www.gbif.org/occurrence/177069578,1650098,POINT (-40.56705 -16.26713),USNM,1,5,0,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",Fowler J,"Anopheles gambiae Giles, 1902",1650518,1650518,1972
PRESERVED_SPECIMEN,9028439,216,BRS44,88e38292-f762-11e1-a439-00145eb45e9a,0,-12.90045,-38.33369,3346,177069816,http://www.gbif.org/occurrence/177069816,1650098,POINT (-38.33369 -12.90045),USNM,1,6,2,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",Fowler J,"Anopheles gambiae Giles, 1902",1650518,1650518,1972
PRESERVED_SPECIMEN,9058021,216,BRS277,88e38292-f762-11e1-a439-00145eb45e9a,0,-16.26713,-40.56705,3346,177069579,http://www.gbif.org/occurrence/177069579,1650098,POINT (-40.56705 -16.26713),USNM,1,7,0,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",Fowler J,"Anopheles gambiae Giles, 1902",1650518,1650518,1972
PRESERVED_SPECIMEN,SAM-DIP-A005440,216,Ent,7b468209-8d5c-477b-b118-cdf04dde9912,1,-17.5,14.25,3346,286968334,http://www.gbif.org/occurrence/286968334,1650098,POINT (14.25 -17.5),South African Museum,1,8,3,0,811,54,South African National Biodiversity Institute,South African National Biodiversity Institute,Museum Exped.S.W.Afr,"Anopheles gambiae Giles, 1902",1650518,1650518,1923
PRESERVED_SPECIMEN,SAM-DIP-A005439,216,Ent,7b468209-8d5c-477b-b118-cdf04dde9912,1,-18.8,17.0,3346,286968333,http://www.gbif.org/occurrence/286968333,1650098,POINT (17.0 -18.8),South African Museum,1,9,2,0,811,54,South African National Biodiversity Institute,South African National Biodiversity Institute,Barnard KH,"Anopheles gambiae Giles, 1902",1650518,1650518,1921
PRESERVED_SPECIMEN,SAM-DIP-A005437,216,Ent,7b468209-8d5c-477b-b118-cdf04dde9912,1,-18.8,17.0,3346,286968331,http://www.gbif.org/occurrence/286968331,1650098,POINT (17.0 -18.8),South African Museum,1,10,2,0,811,54,South African National Biodiversity Institute,South African National Biodiversity Institute,Barnard KH,"Anopheles gambiae Giles, 1902",1650518,1650518,1921
HUMAN_OBSERVATION,804,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-3.38333,37.66667,3346,225875873,http://www.gbif.org/occurrence/225875873,1650098,POINT (37.66667 -3.38333),NICD,1,11,3,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1970
HUMAN_OBSERVATION,802,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-3.38333,37.66667,3346,225875871,http://www.gbif.org/occurrence/225875871,1650098,POINT (37.66667 -3.38333),NICD,1,12,1,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1961
HUMAN_OBSERVATION,791,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.0,3346,225875870,http://www.gbif.org/occurrence/225875870,1650098,POINT (34.0 -0.06667),NICD,1,13,9,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1987
HUMAN_OBSERVATION,790,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.0,3346,225875869,http://www.gbif.org/occurrence/225875869,1650098,POINT (34.0 -0.06667),NICD,1,14,9,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1987
HUMAN_OBSERVATION,789,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.0,3346,225875868,http://www.gbif.org/occurrence/225875868,1650098,POINT (34.0 -0.06667),NICD,1,15,9,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1987
HUMAN_OBSERVATION,788,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.0,3346,225875867,http://www.gbif.org/occurrence/225875867,1650098,POINT (34.0 -0.06667),NICD,1,16,10,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1986
HUMAN_OBSERVATION,787,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.0,3346,225875866,http://www.gbif.org/occurrence/225875866,1650098,POINT (34.0 -0.06667),NICD,1,17,10,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1986
HUMAN_OBSERVATION,776,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-4.06667,39.51667,3346,225875865,http://www.gbif.org/occurrence/225875865,1650098,POINT (39.51667 -4.06667),NICD,1,18,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1967
HUMAN_OBSERVATION,775,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-1.5,35.5,3346,225875864,http://www.gbif.org/occurrence/225875864,1650098,POINT (35.5 -1.5),NICD,1,19,6,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1974
HUMAN_OBSERVATION,772,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-3.25,39.96667,3346,225875863,http://www.gbif.org/occurrence/225875863,1650098,POINT (39.96667 -3.25),NICD,1,20,5,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,771,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-3.25,39.96667,3346,225875862,http://www.gbif.org/occurrence/225875862,1650098,POINT (39.96667 -3.25),NICD,1,21,5,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1973
HUMAN_OBSERVATION,766,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.66667,34.25,3346,225875861,http://www.gbif.org/occurrence/225875861,1650098,POINT (34.25 -0.66667),NICD,1,22,11,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1970
HUMAN_OBSERVATION,764,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875860,http://www.gbif.org/occurrence/225875860,1650098,POINT (34.38333 -0.16667),NICD,1,23,11,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1970
HUMAN_OBSERVATION,763,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875859,http://www.gbif.org/occurrence/225875859,1650098,POINT (34.38333 -0.16667),NICD,1,24,6,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1971
HUMAN_OBSERVATION,762,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875858,http://www.gbif.org/occurrence/225875858,1650098,POINT (34.38333 -0.16667),NICD,1,25,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,761,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875857,http://www.gbif.org/occurrence/225875857,1650098,POINT (34.38333 -0.16667),NICD,1,26,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,760,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875856,http://www.gbif.org/occurrence/225875856,1650098,POINT (34.38333 -0.16667),NICD,1,27,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,759,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875855,http://www.gbif.org/occurrence/225875855,1650098,POINT (34.38333 -0.16667),NICD,1,28,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,758,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875854,http://www.gbif.org/occurrence/225875854,1650098,POINT (34.38333 -0.16667),NICD,1,29,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,757,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875853,http://www.gbif.org/occurrence/225875853,1650098,POINT (34.38333 -0.16667),NICD,1,30,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,756,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875852,http://www.gbif.org/occurrence/225875852,1650098,POINT (34.38333 -0.16667),NICD,1,31,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,755,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875851,http://www.gbif.org/occurrence/225875851,1650098,POINT (34.38333 -0.16667),NICD,1,32,11,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1971
HUMAN_OBSERVATION,754,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875850,http://www.gbif.org/occurrence/225875850,1650098,POINT (34.38333 -0.16667),NICD,1,33,11,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1971
HUMAN_OBSERVATION,753,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875849,http://www.gbif.org/occurrence/225875849,1650098,POINT (34.38333 -0.16667),NICD,1,34,11,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1969
HUMAN_OBSERVATION,752,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875848,http://www.gbif.org/occurrence/225875848,1650098,POINT (34.38333 -0.16667),NICD,1,35,11,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1969
HUMAN_OBSERVATION,751,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875847,http://www.gbif.org/occurrence/225875847,1650098,POINT (34.38333 -0.16667),NICD,1,36,11,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1969
HUMAN_OBSERVATION,750,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875846,http://www.gbif.org/occurrence/225875846,1650098,POINT (34.38333 -0.16667),NICD,1,37,11,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1969
HUMAN_OBSERVATION,749,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875845,http://www.gbif.org/occurrence/225875845,1650098,POINT (34.38333 -0.16667),NICD,1,38,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1969
HUMAN_OBSERVATION,748,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875844,http://www.gbif.org/occurrence/225875844,1650098,POINT (34.38333 -0.16667),NICD,1,39,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1969
HUMAN_OBSERVATION,747,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875843,http://www.gbif.org/occurrence/225875843,1650098,POINT (34.38333 -0.16667),NICD,1,40,1,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1969
HUMAN_OBSERVATION,746,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875842,http://www.gbif.org/occurrence/225875842,1650098,POINT (34.38333 -0.16667),NICD,1,41,3,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1969
HUMAN_OBSERVATION,745,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875841,http://www.gbif.org/occurrence/225875841,1650098,POINT (34.38333 -0.16667),NICD,1,42,9,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1968
HUMAN_OBSERVATION,744,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875840,http://www.gbif.org/occurrence/225875840,1650098,POINT (34.38333 -0.16667),NICD,1,43,7,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1968
HUMAN_OBSERVATION,743,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875839,http://www.gbif.org/occurrence/225875839,1650098,POINT (34.38333 -0.16667),NICD,1,44,7,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1981
HUMAN_OBSERVATION,742,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875838,http://www.gbif.org/occurrence/225875838,1650098,POINT (34.38333 -0.16667),NICD,1,45,7,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1976
HUMAN_OBSERVATION,741,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875837,http://www.gbif.org/occurrence/225875837,1650098,POINT (34.38333 -0.16667),NICD,1,46,6,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1971
HUMAN_OBSERVATION,740,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875836,http://www.gbif.org/occurrence/225875836,1650098,POINT (34.38333 -0.16667),NICD,1,47,1,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1972
HUMAN_OBSERVATION,739,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875835,http://www.gbif.org/occurrence/225875835,1650098,POINT (34.38333 -0.16667),NICD,1,48,1,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1972
HUMAN_OBSERVATION,738,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875834,http://www.gbif.org/occurrence/225875834,1650098,POINT (34.38333 -0.16667),NICD,1,49,3,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,737,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875833,http://www.gbif.org/occurrence/225875833,1650098,POINT (34.38333 -0.16667),NICD,1,50,3,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1975
HUMAN_OBSERVATION,736,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875832,http://www.gbif.org/occurrence/225875832,1650098,POINT (34.38333 -0.16667),NICD,1,51,0,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1952
HUMAN_OBSERVATION,704,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.16667,34.38333,3346,225875831,http://www.gbif.org/occurrence/225875831,1650098,POINT (34.38333 -0.16667),NICD,1,52,3,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1990
HUMAN_OBSERVATION,703,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875830,http://www.gbif.org/occurrence/225875830,1650098,POINT (34.68333 -0.06667),NICD,1,53,9,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1987
HUMAN_OBSERVATION,702,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875829,http://www.gbif.org/occurrence/225875829,1650098,POINT (34.68333 -0.06667),NICD,1,54,9,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1987
HUMAN_OBSERVATION,701,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875828,http://www.gbif.org/occurrence/225875828,1650098,POINT (34.68333 -0.06667),NICD,1,55,9,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1987
HUMAN_OBSERVATION,700,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875827,http://www.gbif.org/occurrence/225875827,1650098,POINT (34.68333 -0.06667),NICD,1,56,9,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1987
HUMAN_OBSERVATION,699,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875826,http://www.gbif.org/occurrence/225875826,1650098,POINT (34.68333 -0.06667),NICD,1,57,10,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1986
HUMAN_OBSERVATION,698,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875825,http://www.gbif.org/occurrence/225875825,1650098,POINT (34.68333 -0.06667),NICD,1,58,10,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1986
HUMAN_OBSERVATION,697,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875824,http://www.gbif.org/occurrence/225875824,1650098,POINT (34.68333 -0.06667),NICD,1,59,10,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1986
HUMAN_OBSERVATION,696,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875823,http://www.gbif.org/occurrence/225875823,1650098,POINT (34.68333 -0.06667),NICD,1,60,10,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1986
HUMAN_OBSERVATION,695,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875822,http://www.gbif.org/occurrence/225875822,1650098,POINT (34.68333 -0.06667),NICD,1,61,4,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1991
HUMAN_OBSERVATION,694,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-0.06667,34.68333,3346,225875821,http://www.gbif.org/occurrence/225875821,1650098,POINT (34.68333 -0.06667),NICD,1,62,11,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1990
HUMAN_OBSERVATION,682,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,0.78333,34.66667,3346,225875820,http://www.gbif.org/occurrence/225875820,1650098,POINT (34.66667 0.78333),NICD,1,63,6,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1980
HUMAN_OBSERVATION,680,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-3.61667,39.83333,3346,225875819,http://www.gbif.org/occurrence/225875819,1650098,POINT (39.83333 -3.61667),NICD,1,64,5,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1994
HUMAN_OBSERVATION,666,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-4.6,39.21667,3346,225875818,http://www.gbif.org/occurrence/225875818,1650098,POINT (39.21667 -4.6),NICD,1,65,5,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1981
HUMAN_OBSERVATION,665,216,LitRev,88e38292-f762-11e1-a439-00145eb45e9a,0,-4.6,39.23333,3346,225875817,http://www.gbif.org/occurrence/225875817,1650098,POINT (39.23333 -4.6),NICD,1,66,10,0,811,54,"Walter Reed Biosystematics Unit, Smithsonian Institution","Walter Reed Biosystematics Unit, Smithsonian Institution",No data,"Anopheles gambiae Giles, 1902",1650518,1650518,1979
